text,incident_type,source,source_url,article_title,date
"This surge in cyber attacks coincided with COP 28, which ran from November 30th to December 12th, 2023. The conference was a pivotal event, signaling what many considered the'beginning of the end' for the fossil fuel era. It was observed that in the period leading up to COP 28, there was a noticeable spike in HTTP attacks targeting Environmental Services websites. This pattern wasn't isolated to this event alone.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Looking back at historical data, particularly during COP 26 and COP 27, as well as other UN environment-related resolutions or announcements, a similar pattern emerges. Each of these events was accompanied by a corresponding increase in cyber attacks aimed at Environmental Services websites.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"In February and March 2023, significant environmental events like the UN's resolution onclimate justiceand the launch of United Nations Environment Programme’sFreshwater Challengepotentially heightened the profile of environmental websites, possibly correlating with an increase in attacks on these sites​​​​.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"This recurring pattern underscores the growing intersection between environmental issues and cyber security, a nexus that is increasingly becoming a focal point for attackers in the digital age.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"It’s not just UN resolutions that trigger DDoS attacks. Cyber attacks, and particularly DDoS attacks, have long been a tool of war and disruption. We witnessed an increase in DDoS attack activity in the Ukraine-Russia war, and now we’re also witnessing it in the Israel-Hamas war. We first reported the cyber activity in our reportCyber attacks in the Israel-Hamas war, and we continued to monitor the activity throughout Q4.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Operation “Iron Swords” is themilitary offensive launched by Israel against Hamasfollowing theHamas-led 7 October attack. During this ongoing armed conflict, we continue to see DDoS attacks targeting both sides.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Relative to each region's traffic, the Palestinian territories was the second most attacked region by HTTP DDoS attacks in Q4. Over 10% of all HTTP requests towards Palestinian websites were DDoS attacks, a total of 1.3 billion DDoS requests — representing a 1,126% increase in QoQ. 90% of these DDoS attacks targeted Palestinian Banking websites. Another 8% targeted Information Technology and Internet platforms.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Similarly, our systems automatically mitigated over 2.2 billion HTTP DDoS requests targeting Israeli websites. While 2.2 billion represents a decrease compared to the previous quarter and year, it did amount to a larger percentage out of the total Israel-bound traffic. This normalized figure represents a 27% increase QoQ but a 92% decrease YoY. Notwithstanding the larger amount of attack traffic, Israel was the 77th most attacked region relative to its own traffic. It was also the 33rd most attacked by total volume of attacks, whereas the Palestinian territories was 42nd.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Of those Israeli websites attacked, Newspaper & Media were the main target — receiving almost 40% of all Israel-bound HTTP DDoS attacks. The second most attacked industry was the Computer Software industry. The Banking, Financial Institutions, and Insurance (BFSI) industry came in third.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the network layer, we see the same trend. Palestinian networks were targeted by 470 terabytes of attack traffic — accounting for over 68% of all traffic towards Palestinian networks. Surpassed only by China, this figure placed the Palestinian territories as the second most attacked region in the world, by network-layer DDoS attack, relative to all Palestinian territories-bound traffic. By absolute volume of traffic, it came in third. Those 470 terabytes accounted for approximately 1% of all DDoS traffic that Cloudflare mitigated.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Israeli networks, though, were targeted by only 2.4 terabytes of attack traffic, placing it as the 8th most attacked country by network-layer DDoS attacks (normalized). Those 2.4 terabytes accounted for almost 10% of all traffic towards Israeli networks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"When we turned the picture around, we saw that 3% of all bytes that were ingested in our Israeli-based data centers were network-layer DDoS attacks. In our Palestinian-based data centers, that figure was significantly higher — approximately 17% of all bytes.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the application layer, we saw that 4% of HTTP requests originating from Palestinian IP addresses were DDoS attacks, and almost 2% of HTTP requests originating from Israeli IP addresses were DDoS attacks as well.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"In the third quarter of 2022, China was the largest source of HTTP DDoS attack traffic. However, since the fourth quarter of 2022, the US took the first place as the largest source of HTTP DDoS attacks and has maintained that undesirable position for five consecutive quarters. Similarly, our data centers in the US are the ones ingesting the most network-layer DDoS attack traffic — over 38% of all attack bytes.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Together, China and the US account for a little over a quarter of all HTTP DDoS attack traffic in the world. Brazil, Germany, Indonesia, and Argentina account for the next twenty-five percent.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"These large figures usually correspond to large markets. For this reason, we also normalize the attack traffic originating from each country by comparing their outbound traffic. When we do this, we often get small island nations or smaller market countries that a disproportionate amount of attack traffic originates from. In Q4, 40% of Saint Helena’s outbound traffic were HTTP DDoS attacks — placing it at the top. Following the ‘remote volcanic tropical island’, Libya came in second,Swaziland(also known as Eswatini) in third. Argentina and Egypt follow in fourth and fifth place.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the network layer, Zimbabwe came in first place. Almost 80% of all traffic we ingested in our Zimbabwe-based data center was malicious. In second place, Paraguay, and Madagascar in third.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"By volume of attack traffic, Cryptocurrency was the most attacked industry in Q4. Over 330 billion HTTP requests targeted it. This figure accounts for over 4% of all HTTP DDoS traffic for the quarter. The second most attacked industry was Gaming & Gambling. These industries are known for being coveted targets and attract a lot of traffic and attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the network layer, the Information Technology and Internet industry was the most attacked — over 45% of all network-layer DDoS attack traffic was aimed at it. Following far behind were the Banking, Financial Services and Insurance (BFSI), Gaming & Gambling, and Telecommunications industries.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"To change perspectives, here too, we normalized the attack traffic by the total traffic for a specific industry. When we do that, we get a different picture.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"We already mentioned in the beginning of this report that the Environmental Services industry was the most attacked relative to its own traffic. In second place was the Packaging and Freight Delivery industry, which is interesting because of its timely correlation with online shopping during Black Friday and the winter holiday season. Purchased gifts and goods need to get to their destination somehow, and it seems as though attackers tried to interfere with that. On a similar note, DDoS attacks on retail companies increased by 16% compared to the previous year.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
Top industries targeted by HTTP DDoS attacks with respect to each industry’s traffic,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the network layer, Public Relations and Communications was the most targeted industry — 36% of its traffic was malicious. This too is very interesting given its timing. Public Relations and Communications companies are usually linked to managing public perception and communication. Disrupting their operations can have immediate and widespread reputational impacts which becomes even more critical during the Q4 holiday season. This quarter often sees increased PR and communication activities due to holidays, end-of-year summaries, and preparation for the new year, making it a critical operational period — one that some may want to disrupt.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
Top industries targeted by Network-layer DDoS attacks with respect to each industry’s traffic,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Singapore was the main target of HTTP DDoS attacks in Q4. Over 317 billion HTTP requests, 4% of all global DDoS traffic, were aimed at Singaporean websites. The US followed closely in second and Canada in third. Taiwan came in as the fourth most attacked region — amidst the upcominggeneral elections and the tensions with China. Taiwan-bound attacks in Q4 traffic increased by 847% compared to the previous year, and 2,858% compared to the previous quarter. This increase is not limited to the absolute values. When normalized, the percentage of HTTP DDoS attack traffic targeting Taiwan relative to all Taiwan-bound traffic also significantly increased. It increased by 624% quarter-over-quarter and 3,370% year-over-year.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"While China came in as the ninth most attacked country by HTTP DDoS attacks, it's the number one most attacked country by network-layer attacks. 45% of all network-layer DDoS traffic that Cloudflare mitigated globally was China-bound. The rest of the countries were so far behind that it is almost negligible.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"When normalizing the data, Iraq, Palestinian territories, and Morocco take the lead as the most attacked regions with respect to their total inbound traffic. What’s interesting is that Singapore comes up as fourth. So not only did Singapore face the largest amount of HTTP DDoS attack traffic, but that traffic also made up a significant amount of the total Singapore-bound traffic. By contrast, the US was second most attacked by volume (per the application-layer graph above), but came in the fiftieth place with respect to the total US-bound traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
Top targeted countries by HTTP DDoS attacks with respect to each country’s traffic,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Similar to Singapore, but arguably more dramatic, China is both the number one most attacked country by network-layer DDoS attack traffic, and also with respect to all China-bound traffic. Almost 86% of all China-bound traffic was mitigated by Cloudflare as network-layer DDoS attacks. The Palestinian territories, Brazil, Norway, and again Singapore followed with large percentages of attack traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
Top targeted countries by Network-layer DDoS attacks with respect to each country’s traffic,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"The majority of DDoS attacks are short and small relative to Cloudflare’s scale. However, unprotected websites and networks can still suffer disruption from short and small attacks without proper inline automated protection — underscoring the need for organizations to be proactive inadopting a robust security posture.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"In 2023 Q4, 91% of attacks ended within 10 minutes, 97% peaked below 500 megabits per second (mbps), and 88% never exceeded 50 thousand packets per second (pps).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Two out of every 100 network-layer DDoS attacks lasted more than an hour, and exceeded 1 gigabit per second (gbps). One out of every 100 attacks exceeded 1 million packets per second. Furthermore, the amount of network-layer DDoS attacks exceeding 100 million packets per second increased by 15% quarter-over-quarter.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"One of those large attacks was a Mirai-botnet attack that peaked at 160 million packets per second. The packet per second rate was not the largest we’ve ever seen. The largest we’ve ever seen was754 million packets per second. That attack occurred in 2020, and we have yet to see anything larger.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"This more recent attack, though, was unique in its bits per second rate. This was the largest network-layer DDoS attack we’ve seen in Q4. It peaked at 1.9 terabits per second and originated from aMirai botnet. It was a multi-vector attack, meaning it combined multiple attack methods. Some of those methods included UDP fragments flood, UDP/Echo flood, SYN Flood, ACK Flood, and TCP malformed flags.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
This attack targeted a known European Cloud Provider and originated from over 18 thousand unique IP addresses that are assumed to bespoofed. It was automatically detected and mitigated by Cloudflare’s defenses.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"This goes to show that even the largest attacks end very quickly. Previous large attacks we’ve seen ended within seconds — underlining the need for an in-line automated defense system. Though still rare, attacks in the terabit range are becoming more and more prominent.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"The use of Mirai-variant botnets is still very common. In Q4, almost 3% of all attacks originate from Mirai. Though, of all attack methods, DNS-based attacks remain the attackers’ favorite. Together, DNS Floods and DNS Amplification attacks account for almost 53% of all attacks in Q4.SYN Floodfollows in second andUDP floodsin third. We’ll cover the two DNS attack types here, and you can visit the hyperlinks to learn more about UDP and SYN floods in our Learning Center.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"DNS floods and DNS amplification attacks both exploit theDomain Name System (DNS), but they operate differently. DNS is like a phone book for the Internet, translating human-friendly domain names like ""www.cloudflare.com"" into numerical IP addresses that computers use to identify each other on the network.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Simply put, DNS-based DDoS attacks comprise the method computers and servers used to identify one another to cause an outage or disruption, without actually ‘taking down’ a server. For example, a server may be up and running, but the DNS server is down. So clients won't be able to connect to it and will experience it as an outage.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"ADNS floodattack bombards a DNS server with an overwhelming number of DNS queries. This is usually done using aDDoS botnet. The sheer volume of queries can overwhelm the DNS server, making it difficult or impossible for it to respond to legitimate queries. This can result in the aforementioned service disruptions, delays or even an outage for those trying to access the websites or services that rely on the targeted DNS server.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"On the other hand, aDNS amplificationattack involves sending a small query with a spoofed IP address (the address of the victim) to a DNS server. The trick here is that the DNS response is significantly larger than the request. The server then sends this large response to the victim's IP address. By exploiting open DNS resolvers, the attacker can amplify the volume of traffic sent to the victim, leading to a much more significant impact. This type of attack not only disrupts the victim but also can congest entire networks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"In both cases, the attacks exploit the critical role of DNS in network operations. Mitigation strategies typically include securing DNS servers against misuse, implementing rate limiting to manage traffic, and filtering DNS traffic to identify and block malicious requests.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Amongst the emerging threats we track, we recorded a 1,161% increase in ACK-RST Floods as well as a 515% increase in CLDAP floods, and a 243% increase in SPSS floods, in each case as compared to last quarter. Let’s walk through some of these attacks and how they’re meant to cause disruption.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"An ACK-RST Flood exploits theTransmission Control Protocol (TCP)by sending numerous ACK and RST packets to the victim. This overwhelms the victim's ability to process and respond to these packets, leading to service disruption. The attack is effective because each ACK or RST packet prompts a response from the victim’s system, consuming its resources. ACK-RST Floods are often difficult to filter since they mimic legitimate traffic, making detection and mitigation challenging.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"CLDAP (Connectionless Lightweight Directory Access Protocol) is a variant of LDAP (Lightweight Directory Access Protocol). It's used for querying and modifying directory services running over IP networks. CLDAP is connectionless, using UDP instead of TCP, making it faster but less reliable. Because it uses UDP, there’s no handshake requirement which allows attackers to spoof the IP address thus allowing attackers to exploit it as a reflection vector. In these attacks, small queries are sent with a spoofed source IP address (the victim's IP), causing servers to send large responses to the victim, overwhelming it. Mitigation involves filtering and monitoring unusual CLDAP traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Floods abusing the SPSS (Source Port Service Sweep) protocol is a network attack method that involves sending packets from numerous random or spoofed source ports to various destination ports on a targeted system or network. The aim of this attack is two-fold: first, to overwhelm the victim's processing capabilities, causing service disruptions or network outages, and second, it can be used to scan for open ports and identify vulnerable services. The flood is achieved by sending a large volume of packets, which can saturate the victim's network resources and exhaust the capacities of its firewalls and intrusion detection systems. To mitigate such attacks, it's essential to leverage in-line automated detection capabilities.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Cloudflare’s mission is to help build a better Internet, and we believe that a better Internet is one that is secure, performant, and available to all. No matter the attack type, the attack size, the attack duration or the motivation behind the attack, Cloudflare’s defenses stand strong. Since we pioneeredunmetered DDoS Protection in 2017, we’ve made and kept our commitment to make enterprise-grade DDoS protection free for all organizations alike — and of course, without compromising performance. This is made possible by ourunique technologyand robust network architecture.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"It’s important to remember that security is a process, not a single product or flip of a switch. Atop of our automated DDoS protection systems, we offer comprehensive bundled features such asfirewall,bot detection,API protection, andcachingto bolster your defenses. Our multi-layered approach optimizes your security posture and minimizes potential impact. We’ve also put together alist of recommendationsto help you optimize your defenses against DDoS attacks, and you can follow our step-by-step wizards tosecure your applicationsandprevent DDoS attacks. And, if you’d like to benefit from our easy to use, best-in-class protection against DDoS and other attacks on the Internet, you can sign up — for free! — atcloudflare.com. If you’re under attack, register or call thecyber emergency hotline numberfor a rapid response.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-2023-q4/,DDoS threat report for 2023 Q4,
"Throughout the year, special events lead to changes in Internet traffic. We observed this withThanksgivingin the US last week, where traffic dipped, and during periods like Black Friday (November 24, 2023) and Cyber Monday (November 27, 2023), where traffic spiked.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"But how significant are these Cyber Week days on the Internet? Is it a global phenomenon? Does e-commerce interest peak onBlack Friday or Cyber Monday, and are attacks increasing during this time? These questions are important to retailers and stakeholders around the world. At Cloudflare, we manage substantial traffic for our customers, which gives us a unique vantage from which to analyze traffic and attack patterns across large swaths of the Internet.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"As we'll explore next, we observed varying trends. From a global perspective, there was a clear Internet traffic winner: Cyber Monday was the highest overall traffic day of 2023 (as it was for 2022), followed by Black Friday, and then Monday, November 21 from the same week. But zooming in, this pattern didn’t hold in some countries.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"For this analysis, we examined anonymized samples of HTTP requests crossing our network, as well as DNS queries. Cloudflare's global data shows that peak request traffic occurred on Cyber Monday, and that recent weeks have generally been the year’s busiest. Here are some notable figures:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
Cloudflare processed a peak of 80 million HTTP requests per second at 16:10 UTC on November 27.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Cloudflare powered around 4 trillion daily requests on Cyber Monday (with blocked attacks comprising around 5% of all traffic), a figure only approached by Black Friday, which saw 3.86 trillion requests.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Traffic to our authoritative DNS servers also peaked on Cyber Monday, with 811 billion daily queries and a peak of 9.4 million queries per second around 15:00 UTC.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"These numbers and trends are consistent with what we observed in 2022 and previous years, where traffic peaks in late November but usually drops in December. Here's a snapshot of global human Internet traffic this year (bot traffic shows a similar pattern).",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"From the US perspective, the ranking is similar, with Saturday, November 25, the day after Black Friday, ranking as the third busiest day for Internet traffic.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Additionally, most U.S. states show a similar trend, with Cyber Monday experiencing the most traffic, followed by Black Friday. However, Alaska is a notable exception, where the days with the highest Internet traffic were November 13 and 14, coinciding with asnow emergency that closed schools and roads.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Internationally, a trend of peak Internet traffic in November is observed in most countries, as highlighted in our previous2022 Year in Review(stay tuned for our 2023 edition in the next few weeks). This trend is likely linked to colder weather in the Northern Hemisphere, where approximately 87% of the world's population resided in 2023, as well as holidays and shopping periods, among other factors.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Here's a table summarizing the November days with the most traffic, where the Black Friday week plays a significant role.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Countries like India, Japan, South Korea, Thailand, and Indonesia, though they show increased traffic during October and November compared to other months, do not exhibit an obvious increase in traffic during Black Friday week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Singles' Day (November 11), a popular Asian shopping event, only features in the top three traffic days in Turkey. In China, October saw bigger traffic peaks than November. However, in November, both Black Friday and the following day (November 25) showed clear increases in traffic, similar to Singles' Day. In South Africa, Singles' Day and Black Friday were the busiest traffic days in November, even though October also had higher peaks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"We observedlast weekthat during Thanksgiving Day, mobile use in US Internet traffic was higher than in the previous week. This trend was intensified on Black Friday, peaking at 55.3% of all traffic, surpassing the typical weekend, which usually sees a higher mobile usage percentage. However, on Cyber Monday, desktop use took the lead, with the percentage of mobile device traffic dropping to 47.6%, lower than the previous Monday.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Using aggregated data from our1.1.1.1resolver, we have a more focused, category-specific view of the DNS traffic growth to e-commerce sites. There's a general rising trend throughout November, very similar to what we observed in the Internet traffic section.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Looking more closely at the US aggregated e-commerce sites, it's evident that Cyber Monday and Black Friday, in that order, were the days with the most DNS traffic, with Saturday, November 25, ranking third on the podium — exactly mirroring the HTTP traffic pattern discussed earlier.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"The peak hours of DNS traffic on Black Friday were around 16:00 and 17:00 UTC, which correspond to 12:00 and 13:00 EST and 09:00 and 10:00 PST. The same pattern was observed on Cyber Monday.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"During Cyber Week (November 20 to 27), there was a 15% increase in DNS traffic compared with the previous week. A consistently high level of DNS traffic was maintained throughout Black Friday week, starting on Monday, November 20, with the sole exception being a noticeable drop on Thanksgiving Day — DNS traffic to e-commerce sites was 6% lower than the previous week on that day.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"In Australia, Cyber Monday ranked as the most popular day for e-commerce DNS traffic, followed by Black Friday. Canada showed a similar pattern, with Black Friday being the most trafficked day, followed by Cyber Monday.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"In Germany, Black Friday indisputably led in e-commerce DNS traffic, followed by the previous Friday, November 17, and then the Black Friday weekend. Cyber Monday did not make it to the top three in Germany.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Focusing on the US only again, electronics e-commerce sites experienced more DNS traffic on Black Friday than on Cyber Monday.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"It's perhaps unsurprising that second-hand shopping sites in the US gained more momentum and DNS traffic in the preceding week (November 12-18) leading up to Black Friday. However, these sites then reached their peak on Cyber Monday.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"Regarding cyber threats, let's focus on DDoS (distributed denial-of-service) attacks, a popular method for disrupting Internet properties. Data from November 2023 shows that onThanksgiving, DDoS attacks accounted for the lowest daily fraction of traffic volume observed in the month of November across the US. There were higher percentages of DDoS attacks in late August and September, associated with the HTTP/2 Zero-Day vulnerability, which led torecord-breaking attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"The Black Friday week was not a peak period for DDoS attacks. The highest activity in November occurred earlier, mainly in the week of November 6-13.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
"This pattern is consistent with 2022, where a higher percentage of DDoS attacks was observed before November 21.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/cyber-week-analyzing-internet-traffic-and-e-commerce-trends/,Cyber Week: analyzing Internet traffic and e-commerce trends,
